2021/01/20 23:17:52 , aa , 私 0 が 押され ました  , 0.84,
2021/01/20 23:17:58 , aa , 私 0  , 0.97,
2021/01/20 23:18:16 , aa , 話題 0 は  , 0.72,
2021/01/20 23:18:19 , aa , なんか  , 0.72,
2021/01/20 23:18:22 , aa , どういう タイトル ですか  , 0.68,
2021/01/20 23:18:45 , aa , なるほど  , 1,
2021/01/20 23:18:51 , aa , D_エート  , 0,
2021/01/20 23:19:03 , aa , 私 には  , 1,
2021/01/20 23:19:08 , aa , ほとんど 違い が わかりません  , 0.78,
2021/01/20 23:19:19 , aa , 薬 が 谷 とか じゃなくて  , 0.68,
2021/01/20 23:19:24 , aa , その テンポ テンポ 感 の ある ので  , 0.78,
2021/01/20 23:19:31 , aa , それ 借りて カリカリ 梅 って こと  , 0.81,
2021/01/20 23:19:39 , aa , で 年収 別 と 熱  , 0.69,
2021/01/20 23:19:47 , aa , D_オー  , 1,
2021/01/20 23:19:51 , aa , うん 普通 すぐ お分かり 超越 して いない  , 0.46,
2021/01/20 23:19:57 , aa , D_ア  , 0.55,
